"Category","Term","Genes","Count","List Total","Pop Hits","Pop Total","P-Value","Benjamini","Fold Enrichment","Bonferroni","FDR","Fisher Exact"
"GOTERM_MF_DIRECT","lysophospholipase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K23 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H2AK9 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K4 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K36 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K18 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_MF_DIRECT","histone H3K9 acetyltransferase activity","0.31%","8","2457","21","28924","1.26e-3","2.06e-2","4.48","9.25e-1","1.92e-2","1.99e-4"
"GOTERM_CC_DIRECT","U2 snRNP","0.31%","8","2509","21","29722","1.22e-3","1.70e-2","4.51","7.37e-1","1.51e-2","1.90e-4"
"GOTERM_BP_DIRECT","regulation of tumor necrosis factor production","0.31%","8","2485","21","29712","1.15e-3","4.67e-2","4.55","9.99e-1","4.52e-2","1.78e-4"
"GOTERM_MF_DIRECT","2-oxoglutarate-dependent dioxygenase activity","0.31%","8","2457","20","28924","9.07e-4","1.72e-2","4.71","8.45e-1","1.61e-2","1.33e-4"
"GOTERM_BP_DIRECT","negative regulation of receptor signaling pathway via JAK-STAT","0.31%","8","2485","20","29712","8.27e-4","3.72e-2","4.78","9.94e-1","3.61e-2","1.19e-4"
"UP_SEQ_FEATURE","DOMAIN:Tr-type G","0.31%","8","2463","15","22253","5.78e-4","1.05e-1","4.82","9.53e-1","1.05e-1","6.99e-5"
"GOTERM_BP_DIRECT","maturation of SSU-rRNA","0.31%","8","2485","18","29712","3.94e-4","2.26e-2","5.31","9.10e-1","2.18e-2","4.82e-5"
"GOTERM_BP_DIRECT","protein localization to site of double-strand break","0.31%","8","2485","17","29712","2.59e-4","1.66e-2","5.63","7.96e-1","1.60e-2","2.89e-5"
"GOTERM_CC_DIRECT","Ino80 complex","0.31%","8","2509","16","29722","1.74e-4","3.19e-3","5.92","1.74e-1","2.83e-3","1.77e-5"
"GOTERM_BP_DIRECT","lysosomal lumen acidification","0.31%","8","2485","16","29712","1.64e-4","1.19e-2","5.98","6.35e-1","1.15e-2","1.65e-5"
"GOTERM_CC_DIRECT","ATAC complex","0.31%","8","2509","14","29722","6.09e-5","1.24e-3","6.77","6.46e-2","1.10e-3","4.81e-6"
"GOTERM_BP_DIRECT","positive regulation of rRNA processing","0.31%","8","2485","10","29712","2.71e-6","4.10e-4","9.57","1.65e-2","3.97e-4","9.14e-8"
"GOTERM_CC_DIRECT","Golgi stack","0.27%","7","2509","38","29722","9.68e-2","4.17e-1","2.18","1.00e+0","3.70e-1","3.76e-2"
"GOTERM_BP_DIRECT","myeloid cell differentiation","0.27%","7","2485","38","29712","9.36e-2","7.25e-1","2.20","1.00e+0","7.02e-1","3.60e-2"
"GOTERM_BP_DIRECT","protein export from nucleus","0.27%","7","2485","38","29712","9.36e-2","7.25e-1","2.20","1.00e+0","7.02e-1","3.60e-2"
"GOTERM_BP_DIRECT","blood vessel morphogenesis","0.27%","7","2485","38","29712","9.36e-2","7.25e-1","2.20","1.00e+0","7.02e-1","3.60e-2"
"GOTERM_BP_DIRECT","positive regulation of neutrophil chemotaxis","0.27%","7","2485","38","29712","9.36e-2","7.25e-1","2.20","1.00e+0","7.02e-1","3.60e-2"
"BIOCARTA","METS affect on Macrophage Differentiation","0.27%","7","211","20","1286","9.25e-2","1.00e+0","2.13","1.00e+0","1.00e+0","3.32e-2"
"INTERPRO","NUDIX_hydrolase_dom","0.27%","7","2526","28","22271","8.98e-2","1.00e+0","2.20","1.00e+0","9.99e-1","3.32e-2"
"INTERPRO","SCAN-C2H2_zinc_finger","0.27%","7","2526","28","22271","8.98e-2","1.00e+0","2.20","1.00e+0","9.99e-1","3.32e-2"
"INTERPRO","Longin-like_dom_sf","0.27%","7","2526","28","22271","8.98e-2","1.00e+0","2.20","1.00e+0","9.99e-1","3.32e-2"
"GOTERM_MF_DIRECT","RNA polymerase II CTD heptapeptide repeat P3 isomerase activity","0.27%","7","2457","37","28924","8.95e-2","5.54e-1","2.23","1.00e+0","5.17e-1","3.40e-2"
"GOTERM_MF_DIRECT","RNA polymerase II CTD heptapeptide repeat P6 isomerase activity","0.27%","7","2457","37","28924","8.95e-2","5.54e-1","2.23","1.00e+0","5.17e-1","3.40e-2"
"SMART","HECTc","0.27%","7","1284","27","10943","8.82e-2","1.00e+0","2.21","1.00e+0","1.00e+0","3.24e-2"
"GOTERM_BP_DIRECT","interleukin-6 production","0.27%","7","2485","37","29712","8.45e-2","6.80e-1","2.26","1.00e+0","6.59e-1","3.16e-2"
"UP_SEQ_FEATURE","DOMAIN:Nudix hydrolase","0.27%","7","2463","28","22253","8.18e-2","1.00e+0","2.26","1.00e+0","9.95e-1","2.95e-2"
"INTERPRO","HECT_dom","0.27%","7","2526","27","22271","7.77e-2","1.00e+0","2.29","1.00e+0","9.99e-1","2.75e-2"
"INTERPRO","Hect_E3_ubiquitin_ligase","0.27%","7","2526","27","22271","7.77e-2","1.00e+0","2.29","1.00e+0","9.99e-1","2.75e-2"
"GOTERM_BP_DIRECT","motor behavior","0.27%","7","2485","36","29712","7.59e-2","6.52e-1","2.32","1.00e+0","6.32e-1","2.75e-2"
"GOTERM_BP_DIRECT","positive regulation of DNA replication","0.27%","7","2485","36","29712","7.59e-2","6.52e-1","2.32","1.00e+0","6.32e-1","2.75e-2"
"GOTERM_BP_DIRECT","microtubule-based process","0.27%","7","2485","36","29712","7.59e-2","6.52e-1","2.32","1.00e+0","6.32e-1","2.75e-2"
"BIOCARTA","Telomeres, Telomerase, Cellular Aging, and  Immortality","0.27%","7","211","19","1286","7.45e-2","1.00e+0","2.25","1.00e+0","1.00e+0","2.50e-2"
"GOTERM_MF_DIRECT","protein sequestering activity","0.27%","7","2457","35","28924","7.20e-2","4.86e-1","2.35","1.00e+0","4.54e-1","2.57e-2"
"UP_SEQ_FEATURE","DOMAIN:HECT","0.27%","7","2463","27","22253","7.06e-2","1.00e+0","2.34","1.00e+0","9.95e-1","2.44e-2"
"GOTERM_BP_DIRECT","positive regulation of TOR signaling","0.27%","7","2485","35","29712","6.78e-2","6.23e-1","2.39","1.00e+0","6.03e-1","2.38e-2"
"GOTERM_BP_DIRECT","embryonic placenta development","0.27%","7","2485","35","29712","6.78e-2","6.23e-1","2.39","1.00e+0","6.03e-1","2.38e-2"
"INTERPRO","Ribsml_uS5_D2-typ_fold_subgr","0.27%","7","2526","26","22271","6.65e-2","1.00e+0","2.37","1.00e+0","9.99e-1","2.25e-2"
"GOTERM_MF_DIRECT","lncRNA binding","0.27%","7","2457","34","28924","6.41e-2","4.41e-1","2.42","1.00e+0","4.12e-1","2.21e-2"
"GOTERM_BP_DIRECT","limb morphogenesis","0.27%","7","2485","34","29712","6.03e-2","5.69e-1","2.46","1.00e+0","5.51e-1","2.05e-2"
"GOTERM_BP_DIRECT","chaperone cofactor-dependent protein refolding","0.27%","7","2485","34","29712","6.03e-2","5.69e-1","2.46","1.00e+0","5.51e-1","2.05e-2"
"INTERPRO","aa-tRNA-synth_II/BPL/LPL","0.27%","7","2526","25","22271","5.64e-2","1.00e+0","2.47","1.00e+0","9.99e-1","1.82e-2"
"INTERPRO","G_patch_dom","0.27%","7","2526","25","22271","5.64e-2","1.00e+0","2.47","1.00e+0","9.99e-1","1.82e-2"
"GOTERM_CC_DIRECT","Flemming body","0.27%","7","2509","33","29722","5.53e-2","2.92e-1","2.51","1.00e+0","2.59e-1","1.83e-2"
"GOTERM_BP_DIRECT","positive regulation of transforming growth factor beta receptor signaling pathway","0.27%","7","2485","33","29712","5.32e-2","5.46e-1","2.54","1.00e+0","5.29e-1","1.75e-2"
"GOTERM_BP_DIRECT","lysosome localization","0.27%","7","2485","33","29712","5.32e-2","5.46e-1","2.54","1.00e+0","5.29e-1","1.75e-2"
"GOTERM_BP_DIRECT","regulatory ncRNA-mediated gene silencing","0.27%","7","2485","33","29712","5.32e-2","5.46e-1","2.54","1.00e+0","5.29e-1","1.75e-2"
"GOTERM_BP_DIRECT","GPI anchor biosynthetic process","0.27%","7","2485","33","29712","5.32e-2","5.46e-1","2.54","1.00e+0","5.29e-1","1.75e-2"
"GOTERM_BP_DIRECT","tricarboxylic acid cycle","0.27%","7","2485","33","29712","5.32e-2","5.46e-1","2.54","1.00e+0","5.29e-1","1.75e-2"
"UP_SEQ_FEATURE","DOMAIN:G-patch","0.27%","7","2463","25","22253","5.10e-2","1.00e+0","2.53","1.00e+0","9.95e-1","1.61e-2"
"INTERPRO","Ub_carboxyl-term_hydrolase","0.27%","7","2526","24","22271","4.72e-2","1.00e+0","2.57","1.00e+0","9.99e-1","1.45e-2"
"INTERPRO","Palmitoyltrfase_DHHC","0.27%","7","2526","24","22271","4.72e-2","1.00e+0","2.57","1.00e+0","9.99e-1","1.45e-2"
"GOTERM_BP_DIRECT","protein localization to membrane","0.27%","7","2485","32","29712","4.67e-2","4.99e-1","2.62","1.00e+0","4.83e-1","1.48e-2"
"GOTERM_BP_DIRECT","response to gamma radiation","0.27%","7","2485","32","29712","4.67e-2","4.99e-1","2.62","1.00e+0","4.83e-1","1.48e-2"
"GOTERM_MF_DIRECT","molecular function activator activity","0.27%","7","2457","31","28924","4.35e-2","3.46e-1","2.66","1.00e+0","3.23e-1","1.35e-2"
"UP_SEQ_FEATURE","REGION:Catalytic","0.27%","7","2463","24","22253","4.26e-2","1.00e+0","2.64","1.00e+0","9.95e-1","1.28e-2"
"GOTERM_BP_DIRECT","protein tetramerization","0.27%","7","2485","31","29712","4.08e-2","4.59e-1","2.70","1.00e+0","4.45e-1","1.25e-2"
"GOTERM_BP_DIRECT","regulation of Rho protein signal transduction","0.27%","7","2485","31","29712","4.08e-2","4.59e-1","2.70","1.00e+0","4.45e-1","1.25e-2"
"GOTERM_BP_DIRECT","cortical actin cytoskeleton organization","0.27%","7","2485","31","29712","4.08e-2","4.59e-1","2.70","1.00e+0","4.45e-1","1.25e-2"
"GOTERM_BP_DIRECT","negative regulation of TOR signaling","0.27%","7","2485","31","29712","4.08e-2","4.59e-1","2.70","1.00e+0","4.45e-1","1.25e-2"
"GOTERM_BP_DIRECT","negative regulation of neurogenesis","0.27%","7","2485","31","29712","4.08e-2","4.59e-1","2.70","1.00e+0","4.45e-1","1.25e-2"
"GOTERM_BP_DIRECT","regulation of peptidyl-tyrosine phosphorylation","0.27%","7","2485","31","29712","4.08e-2","4.59e-1","2.70","1.00e+0","4.45e-1","1.25e-2"
"KEGG_PATHWAY","Mannose type O-glycan biosynthesis","0.27%","7","1084","23","9565","3.87e-2","2.30e-1","2.69","1.00e+0","2.06e-1","1.13e-2"
"GOTERM_BP_DIRECT","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction","0.27%","7","2485","30","29712","3.53e-2","4.27e-1","2.79","1.00e+0","4.14e-1","1.04e-2"
"GOTERM_BP_DIRECT","negative regulation of axon extension","0.27%","7","2485","30","29712","3.53e-2","4.27e-1","2.79","1.00e+0","4.14e-1","1.04e-2"
"GOTERM_BP_DIRECT","negative regulation of cytokine production involved in inflammatory response","0.27%","7","2485","30","29712","3.53e-2","4.27e-1","2.79","1.00e+0","4.14e-1","1.04e-2"
"UP_SEQ_FEATURE","ACT_SITE:S-palmitoyl cysteine intermediate","0.27%","7","2463","23","22253","3.51e-2","1.00e+0","2.75","1.00e+0","9.95e-1","9.97e-3"
"UP_SEQ_FEATURE","MOTIF:Nudix box","0.27%","7","2463","23","22253","3.51e-2","1.00e+0","2.75","1.00e+0","9.95e-1","9.97e-3"
"GOTERM_MF_DIRECT","myosin binding","0.27%","7","2457","29","28924","3.24e-2","2.83e-1","2.84","1.00e+0","2.64e-1","9.31e-3"
"INTERPRO","UIM_dom","0.27%","7","2526","22","22271","3.18e-2","1.00e+0","2.81","1.00e+0","9.99e-1","8.74e-3"
"GOTERM_CC_DIRECT","histone methyltransferase complex","0.27%","7","2509","29","29722","3.15e-2","2.11e-1","2.86","1.00e+0","1.87e-1","9.01e-3"
"GOTERM_BP_DIRECT","positive regulation of dendrite extension","0.27%","7","2485","29","29712","3.03e-2","3.94e-1","2.89","1.00e+0","3.82e-1","8.57e-3"
"GOTERM_BP_DIRECT","synaptic vesicle exocytosis","0.27%","7","2485","29","29712","3.03e-2","3.94e-1","2.89","1.00e+0","3.82e-1","8.57e-3"
"GOTERM_BP_DIRECT","spliceosomal snRNP assembly","0.27%","7","2485","29","29712","3.03e-2","3.94e-1","2.89","1.00e+0","3.82e-1","8.57e-3"
"GOTERM_BP_DIRECT","positive regulation of vascular endothelial growth factor production","0.27%","7","2485","29","29712","3.03e-2","3.94e-1","2.89","1.00e+0","3.82e-1","8.57e-3"
"GOTERM_BP_DIRECT","adrenal gland development","0.27%","7","2485","29","29712","3.03e-2","3.94e-1","2.89","1.00e+0","3.82e-1","8.57e-3"
"GOTERM_CC_DIRECT","multivesicular body membrane","0.27%","7","2509","28","29722","2.69e-2","1.83e-1","2.96","1.00e+0","1.63e-1","7.36e-3"
"GOTERM_BP_DIRECT","negative regulation of mitotic cell cycle","0.27%","7","2485","28","29712","2.58e-2","3.54e-1","2.99","1.00e+0","3.43e-1","7.00e-3"
"GOTERM_BP_DIRECT","phosphatidylinositol dephosphorylation","0.27%","7","2485","28","29712","2.58e-2","3.54e-1","2.99","1.00e+0","3.43e-1","7.00e-3"
"GOTERM_BP_DIRECT","regulation of synaptic vesicle endocytosis","0.27%","7","2485","28","29712","2.58e-2","3.54e-1","2.99","1.00e+0","3.43e-1","7.00e-3"
"GOTERM_BP_DIRECT","membrane fission","0.27%","7","2485","27","29712","2.18e-2","3.19e-1","3.10","1.00e+0","3.09e-1","5.65e-3"
"GOTERM_BP_DIRECT","leukocyte migration","0.27%","7","2485","27","29712","2.18e-2","3.19e-1","3.10","1.00e+0","3.09e-1","5.65e-3"
"GOTERM_MF_DIRECT","protein-cysteine S-palmitoyltransferase activity","0.27%","7","2457","26","28924","1.95e-2","1.95e-1","3.17","1.00e+0","1.82e-1","4.91e-3"
"GOTERM_BP_DIRECT","TOR signaling","0.27%","7","2485","26","29712","1.82e-2","2.86e-1","3.22","1.00e+0","2.77e-1","4.51e-3"
"GOTERM_BP_DIRECT","positive regulation of transcription by RNA polymerase I","0.27%","7","2485","26","29712","1.82e-2","2.86e-1","3.22","1.00e+0","2.77e-1","4.51e-3"
"GOTERM_BP_DIRECT","regulation of translational initiation","0.27%","7","2485","26","29712","1.82e-2","2.86e-1","3.22","1.00e+0","2.77e-1","4.51e-3"
"UP_SEQ_FEATURE","DOMAIN:uDENN","0.27%","7","2463","20","22253","1.80e-2","1.00e+0","3.16","1.00e+0","9.95e-1","4.24e-3"
"UP_SEQ_FEATURE","DOMAIN:cDENN","0.27%","7","2463","20","22253","1.80e-2","1.00e+0","3.16","1.00e+0","9.95e-1","4.24e-3"
"UP_SEQ_FEATURE","DOMAIN:dDENN","0.27%","7","2463","20","22253","1.80e-2","1.00e+0","3.16","1.00e+0","9.95e-1","4.24e-3"
"GOTERM_MF_DIRECT","K63-linked polyubiquitin modification-dependent protein binding","0.27%","7","2457","25","28924","1.61e-2","1.71e-1","3.30","1.00e+0","1.59e-1","3.87e-3"
"INTERPRO","PUA-like_sf","0.27%","7","2526","19","22271","1.55e-2","1.00e+0","3.25","1.00e+0","9.99e-1","3.50e-3"
"GOTERM_BP_DIRECT","entrainment of circadian clock by photoperiod","0.27%","7","2485","25","29712","1.50e-2","2.49e-1","3.35","1.00e+0","2.41e-1","3.55e-3"
"GOTERM_BP_DIRECT","DNA-templated transcription initiation","0.27%","7","2485","24","29712","1.23e-2","2.17e-1","3.49","1.00e+0","2.10e-1","2.75e-3"
"INTERPRO","GTP-bd","0.27%","7","2526","18","22271","1.17e-2","1.00e+0","3.43","1.00e+0","9.99e-1","2.45e-3"
"UP_SEQ_FEATURE","DOMAIN:UDENN","0.27%","7","2463","18","22253","1.04e-2","8.49e-1","3.51","1.00e+0","8.45e-1","2.12e-3"
"GOTERM_CC_DIRECT","Golgi medial cisterna","0.27%","7","2509","23","29722","1.03e-2","8.59e-2","3.61","1.00e+0","7.62e-2","2.21e-3"
"GOTERM_BP_DIRECT","phosphatidic acid biosynthetic process","0.27%","7","2485","23","29712","9.89e-3","1.91e-1","3.64","1.00e+0","1.85e-1","2.10e-3"
"GOTERM_BP_DIRECT","positive regulation of lipid biosynthetic process","0.27%","7","2485","23","29712","9.89e-3","1.91e-1","3.64","1.00e+0","1.85e-1","2.10e-3"
"GOTERM_BP_DIRECT","interleukin-1-mediated signaling pathway","0.27%","7","2485","23","29712","9.89e-3","1.91e-1","3.64","1.00e+0","1.85e-1","2.10e-3"
"GOTERM_MF_DIRECT","core promoter sequence-specific DNA binding","0.27%","7","2457","22","28924","8.46e-3","1.01e-1","3.75","1.00e+0","9.43e-2","1.72e-3"
"GOTERM_MF_DIRECT","protein-disulfide reductase activity","0.27%","7","2457","22","28924","8.46e-3","1.01e-1","3.75","1.00e+0","9.43e-2","1.72e-3"
"GOTERM_BP_DIRECT","negative regulation of telomere maintenance via telomerase","0.27%","7","2485","22","29712","7.85e-3","1.69e-1","3.80","1.00e+0","1.63e-1","1.57e-3"
"UP_SEQ_FEATURE","REGION:RNA-binding","0.27%","7","2463","17","22253","7.66e-3","7.65e-1","3.72","1.00e+0","7.61e-1","1.43e-3"
"GOTERM_MF_DIRECT","SUMO transferase activity","0.27%","7","2457","21","28924","6.62e-3","8.39e-2","3.92","1.00e+0","7.83e-2","1.26e-3"
"GOTERM_MF_DIRECT","ribosomal small subunit binding","0.27%","7","2457","21","28924","6.62e-3","8.39e-2","3.92","1.00e+0","7.83e-2","1.26e-3"
"GOTERM_BP_DIRECT","glycosylation","0.27%","7","2485","21","29712","6.14e-3","1.45e-1","3.99","1.00e+0","1.40e-1","1.15e-3"
"GOTERM_BP_DIRECT","centrosome localization","0.27%","7","2485","21","29712","6.14e-3","1.45e-1","3.99","1.00e+0","1.40e-1","1.15e-3"
"GOTERM_MF_DIRECT","nuclear glucocorticoid receptor binding","0.27%","7","2457","20","28924","5.09e-3","6.78e-2","4.12","1.00e+0","6.33e-2","9.09e-4"
"GOTERM_MF_DIRECT","NAD+ nucleosidase activity, cyclic ADP-ribose generating","0.27%","7","2457","20","28924","5.09e-3","6.78e-2","4.12","1.00e+0","6.33e-2","9.09e-4"
"SMART","PINT","0.27%","7","1284","15","10943","5.03e-3","4.40e-1","3.98","9.35e-1","4.39e-1","8.25e-4"
"GOTERM_CC_DIRECT","precatalytic spliceosome","0.27%","7","2509","19","29722","3.72e-3","4.00e-2","4.36","9.83e-1","3.55e-2","6.14e-4"
"GOTERM_BP_DIRECT","granulocyte differentiation","0.27%","7","2485","19","29712","3.55e-3","9.88e-2","4.41","1.00e+0","9.57e-2","5.80e-4"
"GOTERM_BP_DIRECT","anterograde synaptic vesicle transport","0.27%","7","2485","19","29712","3.55e-3","9.88e-2","4.41","1.00e+0","9.57e-2","5.80e-4"
"GOTERM_BP_DIRECT","negative regulation of viral transcription","0.27%","7","2485","18","29712","2.61e-3","8.07e-2","4.65","1.00e+0","7.82e-2","3.95e-4"
"GOTERM_BP_DIRECT","tail-anchored membrane protein insertion into ER membrane","0.27%","7","2485","18","29712","2.61e-3","8.07e-2","4.65","1.00e+0","7.82e-2","3.95e-4"
"GOTERM_BP_DIRECT","regulation of chromosome organization","0.27%","7","2485","18","29712","2.61e-3","8.07e-2","4.65","1.00e+0","7.82e-2","3.95e-4"
"GOTERM_BP_DIRECT","positive regulation of double-strand break repair via nonhomologous end joining","0.27%","7","2485","18","29712","2.61e-3","8.07e-2","4.65","1.00e+0","7.82e-2","3.95e-4"
"GOTERM_MF_DIRECT","membrane insertase activity","0.27%","7","2457","17","28924","2.03e-3","3.08e-2","4.85","9.84e-1","2.88e-2","2.86e-4"
"GOTERM_BP_DIRECT","chemokine production","0.27%","7","2485","17","29712","1.87e-3","6.51e-2","4.92","1.00e+0","6.31e-2","2.60e-4"
"GOTERM_BP_DIRECT","protein O-linked mannosylation","0.27%","7","2485","17","29712","1.87e-3","6.51e-2","4.92","1.00e+0","6.31e-2","2.60e-4"
"GOTERM_CC_DIRECT","exosome (RNase complex)","0.27%","7","2509","16","29722","1.37e-3","1.85e-2","5.18","7.77e-1","1.64e-2","1.75e-4"
"GOTERM_BP_DIRECT","regulation of DNA strand elongation","0.27%","7","2485","16","29712","1.30e-3","5.02e-2","5.23","1.00e+0","4.86e-2","1.65e-4"
"GOTERM_BP_DIRECT","P-body assembly","0.27%","7","2485","16","29712","1.30e-3","5.02e-2","5.23","1.00e+0","4.86e-2","1.65e-4"
"GOTERM_BP_DIRECT","cytoplasmic pattern recognition receptor signaling pathway","0.27%","7","2485","16","29712","1.30e-3","5.02e-2","5.23","1.00e+0","4.86e-2","1.65e-4"
"GOTERM_MF_DIRECT","NAD+-protein mono-ADP-ribosyltransferase activity","0.27%","7","2457","15","28924","9.51e-4","1.79e-2","5.49","8.58e-1","1.67e-2","1.10e-4"
"GOTERM_BP_DIRECT","positive regulation of telomere maintenance in response to DNA damage","0.27%","7","2485","15","29712","8.76e-4","3.86e-2","5.58","9.95e-1","3.74e-2","1.00e-4"
"GOTERM_BP_DIRECT","maintenance of blood-brain barrier","0.27%","7","2485","13","29712","3.48e-4","2.03e-2","6.44","8.81e-1","1.96e-2","3.10e-5"
"GOTERM_BP_DIRECT","regulation of cellular senescence","0.27%","7","2485","13","29712","3.48e-4","2.03e-2","6.44","8.81e-1","1.96e-2","3.10e-5"
"GOTERM_BP_DIRECT","regulation of DNA biosynthetic process","0.27%","7","2485","10","29712","5.30e-5","4.58e-3","8.37","2.77e-1","4.43e-3","2.72e-6"
"INTERPRO","LSM_dom_sf","0.24%","6","2526","22","22271","9.55e-2","1.00e+0","2.40","1.00e+0","9.99e-1","3.18e-2"
"INTERPRO","SAP_dom","0.24%","6","2526","22","22271","9.55e-2","1.00e+0","2.40","1.00e+0","9.99e-1","3.18e-2"
"GOTERM_MF_DIRECT","cyclin-dependent protein serine/threonine kinase activity","0.24%","6","2457","29","28924","9.47e-2","5.72e-1","2.44","1.00e+0","5.34e-1","3.24e-2"
"GOTERM_BP_DIRECT","positive regulation of NLRP3 inflammasome complex assembly","0.24%","6","2485","29","29712","8.99e-2","7.06e-1","2.47","1.00e+0","6.84e-1","3.03e-2"
"GOTERM_BP_DIRECT","alternative mRNA splicing, via spliceosome","0.24%","6","2485","29","29712","8.99e-2","7.06e-1","2.47","1.00e+0","6.84e-1","3.03e-2"
"GOTERM_BP_DIRECT","negative regulation of interleukin-2 production","0.24%","6","2485","29","29712","8.99e-2","7.06e-1","2.47","1.00e+0","6.84e-1","3.03e-2"
"GOTERM_BP_DIRECT","cellular response to platelet-derived growth factor stimulus","0.24%","6","2485","29","29712","8.99e-2","7.06e-1","2.47","1.00e+0","6.84e-1","3.03e-2"
"GOTERM_MF_DIRECT","protein serine/threonine kinase binding","0.24%","6","2457","28","28924","8.39e-2","5.34e-1","2.52","1.00e+0","4.99e-1","2.77e-2"
"GOTERM_BP_DIRECT","negative regulation of non-canonical NF-kappaB signal transduction","0.24%","6","2485","28","29712","7.97e-2","6.67e-1","2.56","1.00e+0","6.46e-1","2.58e-2"
"GOTERM_BP_DIRECT","plasma membrane repair","0.24%","6","2485","28","29712","7.97e-2","6.67e-1","2.56","1.00e+0","6.46e-1","2.58e-2"
"GOTERM_BP_DIRECT","muscle cell cellular homeostasis","0.24%","6","2485","28","29712","7.97e-2","6.67e-1","2.56","1.00e+0","6.46e-1","2.58e-2"
"GOTERM_BP_DIRECT","Golgi to plasma membrane transport","0.24%","6","2485","28","29712","7.97e-2","6.67e-1","2.56","1.00e+0","6.46e-1","2.58e-2"
"GOTERM_BP_DIRECT","positive regulation of intracellular protein transport","0.24%","6","2485","28","29712","7.97e-2","6.67e-1","2.56","1.00e+0","6.46e-1","2.58e-2"
"SMART","t_SNARE","0.24%","6","1284","20","10943","7.62e-2","1.00e+0","2.56","1.00e+0","1.00e+0","2.34e-2"
"GOTERM_MF_DIRECT","NAD+ poly-ADP-ribosyltransferase activity","0.24%","6","2457","27","28924","7.39e-2","4.96e-1","2.62","1.00e+0","4.63e-1","2.34e-2"
"GOTERM_MF_DIRECT","translation initiation factor binding","0.24%","6","2457","27","28924","7.39e-2","4.96e-1","2.62","1.00e+0","4.63e-1","2.34e-2"
"GOTERM_CC_DIRECT","neuron projection terminus","0.24%","6","2509","27","29722","7.23e-2","3.47e-1","2.63","1.00e+0","3.08e-1","2.27e-2"
